index,name,rank,generation,evolves_from,type1,type2,hp,atk,def,spatk,spdef,speed,total,height,weight,abilities,desc
811,thwackey,ordinary,generation-viii,grookey,grass,None,70,85,70,55,60,80,420,7,140,overgrow grassy-surge ,"The faster a Thwackey can beat out a rhythm with its two sticks, the more respect it wins from its peers."
812,rillaboom,ordinary,generation-viii,thwackey,grass,None,100,125,90,60,70,85,530,21,900,overgrow grassy-surge ,"By drumming, it taps into the power of its special tree stump. The roots of the stump follow its direction in battle."
813,scorbunny,ordinary,generation-viii,nothing,fire,None,50,71,40,40,40,69,310,3,45,blaze libero ,"A warm-up of running around gets fire energy coursing through this Pokémon’s body. Once that happens, it’s ready to fight at full power."
814,raboot,ordinary,generation-viii,scorbunny,fire,None,65,86,60,55,60,94,420,6,90,blaze libero ,Its thick and fluffy fur protects it from the cold and enables it to use hotter fire moves.
815,cinderace,ordinary,generation-viii,raboot,fire,None,80,116,75,65,75,119,530,14,330,blaze libero ,"It juggles a pebble with its feet, turning it into a burning soccer ball. Its shots strike opponents hard and leave them scorched."
816,sobble,ordinary,generation-viii,nothing,water,None,50,40,40,70,40,70,310,3,40,torrent sniper ,"When scared, this Pokémon cries. Its tears pack the chemical punch of 100 onions, and attackers won’t be able to resist weeping."
817,drizzile,ordinary,generation-viii,sobble,water,None,65,60,55,95,55,90,420,7,115,torrent sniper ,"A clever combatant, this Pokémon battles using water balloons created with moisture secreted from its palms."
818,inteleon,ordinary,generation-viii,drizzile,water,None,70,85,65,125,65,120,530,19,452,torrent sniper ,"It has many hidden capabilities, such as fingertips that can shoot water and a membrane on its back that it can use to glide through the air."
819,skwovet,ordinary,generation-viii,nothing,normal,None,70,55,55,35,35,25,275,3,25,cheek-pouch gluttony ,"Found throughout the Galar region, this Pokémon becomes uneasy if its cheeks are ever completely empty of berries."
820,greedent,ordinary,generation-viii,skwovet,normal,None,120,95,95,55,75,20,460,6,60,cheek-pouch gluttony ,"It stashes berries in its tail—so many berries that they fall out constantly. But this Pokémon is a bit slow-witted, so it doesn’t notice the loss."
821,rookidee,ordinary,generation-viii,nothing,flying,None,38,47,35,33,35,57,245,2,18,keen-eye unnerve big-pecks ,"It will bravely challenge any opponent, no matter how powerful. This Pokémon benefits from every battle—even a defeat increases its strength a bit."
822,corvisquire,ordinary,generation-viii,rookidee,flying,None,68,67,55,43,55,77,365,8,160,keen-eye unnerve big-pecks ,"Smart enough to use tools in battle, these Pokémon have been seen picking up rocks and flinging them or using ropes to wrap up enemies."
823,corviknight,ordinary,generation-viii,corvisquire,flying,steel,98,87,105,53,85,67,495,22,750,pressure unnerve mirror-armor ,This Pokémon reigns supreme in the skies of the Galar region. The black luster of its steel body could drive terror into the heart of any foe.
824,blipbug,ordinary,generation-viii,nothing,bug,None,25,20,20,25,45,45,180,4,80,swarm compound-eyes telepathy ,"A constant collector of information, this Pokémon is very smart. Very strong is what it isn’t."
825,dottler,ordinary,generation-viii,blipbug,bug,psychic,50,35,80,50,90,30,335,4,195,swarm compound-eyes telepathy ,"It barely moves, but it’s still alive. Hiding in its shell without food or water seems to have awakened its psychic powers."
826,orbeetle,ordinary,generation-viii,dottler,bug,psychic,60,45,110,80,120,90,505,4,408,swarm frisk telepathy ,"It’s famous for its high level of intelligence, and the large size of its brain is proof that it also possesses immense psychic power."
827,nickit,ordinary,generation-viii,nothing,dark,None,40,28,28,47,52,50,245,6,89,run-away unburden stakeout ,"Aided by the soft pads on its feet, it silently raids the food stores of other Pokémon. It survives off its ill-gotten gains."
828,thievul,ordinary,generation-viii,nickit,dark,None,70,58,58,87,92,90,455,12,199,run-away unburden stakeout ,"It secretly marks potential targets with a scent. By following the scent, it stalks its targets and steals from them when they least expect it."
829,gossifleur,ordinary,generation-viii,nothing,grass,None,40,40,60,40,60,10,250,4,22,cotton-down regenerator effect-spore ,"It anchors itself in the ground with its single leg, then basks in the sun. After absorbing enough sunlight, its petals spread as it blooms brilliantly."
830,eldegoss,ordinary,generation-viii,gossifleur,grass,None,60,50,90,80,120,60,460,5,25,cotton-down regenerator effect-spore ,The seeds attached to its cotton fluff are full of nutrients. It spreads them on the wind so that plants and other Pokémon can benefit from them.
831,wooloo,ordinary,generation-viii,nothing,normal,None,42,40,55,40,45,48,270,6,60,fluffy run-away bulletproof ,"Its curly fleece is such an effective cushion that this Pokémon could fall off a cliff and stand right back up at the bottom, unharmed."
832,dubwool,ordinary,generation-viii,wooloo,normal,None,72,80,100,60,90,88,490,13,430,fluffy steadfast bulletproof ,"Weave a carpet from its springy wool, and you end up with something closer to a trampoline. You’ll start to bounce the moment you set foot on it."
833,chewtle,ordinary,generation-viii,nothing,water,None,50,64,50,38,38,44,284,3,85,strong-jaw shell-armor swift-swim ,Apparently the itch of its teething impels it to snap its jaws at anything in front of it.
834,drednaw,ordinary,generation-viii,chewtle,water,rock,90,115,90,48,68,74,485,10,1155,strong-jaw shell-armor swift-swim ,"With jaws that can shear through steel rods, this highly aggressive Pokémon chomps down on its unfortunate prey."
835,yamper,ordinary,generation-viii,nothing,electric,None,59,45,50,40,50,26,270,3,135,ball-fetch rattled ,"This Pokémon is very popular as a herding dog in the Galar region. As it runs, it generates electricity from the base of its tail."
836,boltund,ordinary,generation-viii,yamper,electric,None,69,90,60,90,60,121,490,10,340,strong-jaw competitive ,This Pokémon generates electricity and channels it into its legs to keep them going strong. Boltund can run nonstop for three full days.
837,rolycoly,ordinary,generation-viii,nothing,rock,None,30,40,50,40,50,30,240,3,120,steam-engine heatproof flash-fire ,"Most of its body has the same composition as coal. Fittingly, this Pokémon was first discovered in coal mines about 400 years ago."
838,carkol,ordinary,generation-viii,rolycoly,rock,fire,80,60,90,60,70,50,410,11,780,steam-engine flame-body flash-fire ,It forms coal inside its body. Coal dropped by this Pokémon once helped fuel the lives of people in the Galar region.
839,coalossal,ordinary,generation-viii,carkol,rock,fire,110,80,120,80,90,30,510,28,3105,steam-engine flame-body flash-fire ,"It’s usually peaceful, but the vandalism of mines enrages it. Offenders will be incinerated with flames that reach 2,700 degrees Fahrenheit."
840,applin,ordinary,generation-viii,nothing,grass,dragon,40,40,80,40,40,20,260,2,5,ripen gluttony bulletproof ,"It spends its entire life inside an apple. It hides from its natural enemies, bird Pokémon, by pretending it’s just an apple and nothing more."
841,flapple,ordinary,generation-viii,applin,grass,dragon,70,110,80,95,60,70,485,3,10,ripen gluttony hustle ,"It ate a sour apple, and that induced its evolution. In its cheeks, it stores an acid capable of causing chemical burns."
842,appletun,ordinary,generation-viii,applin,grass,dragon,110,85,80,100,80,30,485,4,130,ripen gluttony thick-fat ,"Eating a sweet apple caused its evolution. A nectarous scent wafts from its body, luring in the bug Pokémon it preys on."
843,silicobra,ordinary,generation-viii,nothing,ground,None,52,57,75,35,50,46,315,22,76,sand-spit shed-skin sand-veil ,"As it digs, it swallows sand and stores it in its neck pouch. The pouch can hold more than 17 pounds of sand."
844,sandaconda,ordinary,generation-viii,silicobra,ground,None,72,107,125,65,70,71,510,38,655,sand-spit shed-skin sand-veil ,"When it contracts its body, over 220 pounds of sand sprays from its nose. If it ever runs out of sand, it becomes disheartened."
845,cramorant,ordinary,generation-viii,nothing,flying,water,70,85,55,85,95,85,475,8,180,gulp-missile ,"It’s so strong that it can knock out some opponents in a single hit, but it also may forget what it’s battling midfight."
846,arrokuda,ordinary,generation-viii,nothing,water,None,41,63,40,40,30,66,280,5,10,swift-swim propeller-tail ,"If it sees any movement around it, this Pokémon charges for it straightaway, leading with its sharply pointed jaw. It’s very proud of that jaw."
847,barraskewda,ordinary,generation-viii,arrokuda,water,None,61,123,60,60,50,136,490,13,300,swift-swim propeller-tail ,"This Pokémon has a jaw that’s as sharp as a spear and as strong as steel. Apparently Barraskewda’s flesh is surprisingly tasty, too."
848,toxel,baby,generation-viii,nothing,electric,poison,40,38,35,54,35,40,242,4,110,rattled static klutz ,"It stores poison in an internal poison sac and secretes that poison through its skin. If you touch this Pokémon, a tingling sensation follows."
849,toxtricity,ordinary,generation-viii,toxel,electric,poison,75,98,70,114,70,75,502,16,400,punk-rock plus technician ,"When this Pokémon sounds as if it’s strumming a guitar, it’s actually clawing at the protrusions on its chest to generate electricity."
850,sizzlipede,ordinary,generation-viii,nothing,fire,bug,50,65,45,50,50,45,305,7,10,flash-fire white-smoke flame-body ,It stores flammable gas in its body and uses it to generate heat. The yellow sections on its belly get particularly hot.
851,centiskorch,ordinary,generation-viii,sizzlipede,fire,bug,100,115,65,90,90,65,525,30,1200,flash-fire white-smoke flame-body ,"When it heats up, its body temperature reaches about 1,500 degrees Fahrenheit. It lashes its body like a whip and launches itself at enemies."
852,clobbopus,ordinary,generation-viii,nothing,fighting,None,50,68,60,50,50,32,310,6,40,limber technician ,"It’s very curious, but its means of investigating things is to try to punch them with its tentacles. The search for food is what brings it onto land."
853,grapploct,ordinary,generation-viii,clobbopus,fighting,None,80,118,90,70,80,42,480,16,390,limber technician ,A body made up of nothing but muscle makes the grappling moves this Pokémon performs with its tentacles tremendously powerful.
854,sinistea,ordinary,generation-viii,nothing,ghost,None,40,45,45,74,54,50,308,1,2,weak-armor cursed-body ,"This Pokémon is said to have been born when a lonely spirit possessed a cold, leftover cup of tea."
855,polteageist,ordinary,generation-viii,sinistea,ghost,None,60,65,65,134,114,70,508,2,4,weak-armor cursed-body ,"This species lives in antique teapots. Most pots are forgeries, but on rare occasions, an authentic work is found."
856,hatenna,ordinary,generation-viii,nothing,psychic,None,42,30,45,56,53,39,265,4,34,healer anticipation magic-bounce ,"Via the protrusion on its head, it senses other creatures’ emotions. If you don’t have a calm disposition, it will never warm up to you."
857,hattrem,ordinary,generation-viii,hatenna,psychic,None,57,40,65,86,73,49,370,6,48,healer anticipation magic-bounce ,"No matter who you are, if you bring strong emotions near this Pokémon, it will silence you violently."
858,hatterene,ordinary,generation-viii,hattrem,psychic,fairy,57,90,95,136,103,29,510,21,51,healer anticipation magic-bounce ,It emits psychic power strong enough to cause headaches as a deterrent to the approach of others.
859,impidimp,ordinary,generation-viii,nothing,dark,fairy,45,45,30,55,40,50,265,4,55,prankster frisk pickpocket ,"Through its nose, it sucks in the emanations produced by people and Pokémon when they feel annoyed. It thrives off this negative energy."
860,morgrem,ordinary,generation-viii,impidimp,dark,fairy,65,60,45,75,55,70,370,8,125,prankster frisk pickpocket ,"When it gets down on all fours as if to beg for forgiveness, it’s trying to lure opponents in so that it can stab them with its spear-like hair."
861,grimmsnarl,ordinary,generation-viii,morgrem,dark,fairy,95,120,65,95,75,60,510,15,610,prankster frisk pickpocket ,"With the hair wrapped around its body helping to enhance its muscles, this Pokémon can overwhelm even Machamp."
862,obstagoon,ordinary,generation-viii,linoone,dark,normal,93,90,101,60,81,95,520,16,460,reckless guts defiant ,Its voice is staggering in volume. Obstagoon has a tendency to take on a threatening posture and shout—this move is known as Obstruct.
863,perrserker,ordinary,generation-viii,meowth,steel,None,70,110,100,50,60,50,440,8,280,battle-armor tough-claws steely-spirit ,What appears to be an iron helmet is actually hardened hair. This Pokémon lives for the thrill of battle.
864,cursola,ordinary,generation-viii,corsola,ghost,None,60,95,50,145,130,30,510,10,4,weak-armor perish-body ,Its shell is overflowing with its heightened otherworldly energy. The ectoplasm serves as protection for this Pokémon’s core spirit.
865,sirfetchd,ordinary,generation-viii,farfetchd,fighting,None,62,135,95,68,82,65,507,8,1170,steadfast scrappy ,"Only Farfetch’d that have survived many battles can attain this evolution. When this Pokémon’s leek withers, it will retire from combat."
866,mr-rime,ordinary,generation-viii,mr-mime,ice,psychic,80,85,75,110,100,70,520,15,582,tangled-feet screen-cleaner ice-body ,It’s highly skilled at tap-dancing. It waves its cane of ice in time with its graceful movements.
867,runerigus,ordinary,generation-viii,yamask,ground,ghost,58,95,145,50,105,30,483,16,666,wandering-spirit ,"A powerful curse was woven into an ancient painting. After absorbing the spirit of a Yamask, the painting began to move."
868,milcery,ordinary,generation-viii,nothing,fairy,None,45,40,40,50,61,34,270,2,3,sweet-veil aroma-veil ,This Pokémon was born from sweet-smelling particles in the air. Its body is made of cream.
869,alcremie,ordinary,generation-viii,milcery,fairy,None,65,60,75,110,121,64,495,3,5,sweet-veil aroma-veil ,"When it trusts a Trainer, it will treat them to berries it’s decorated with cream."
870,falinks,ordinary,generation-viii,nothing,fighting,None,65,100,100,70,60,75,470,30,620,battle-armor defiant ,"Five of them are troopers, and one is the brass. The brass’s orders are absolute."
871,pincurchin,ordinary,generation-viii,nothing,electric,None,48,101,95,91,85,15,435,3,10,lightning-rod electric-surge ,"It feeds on seaweed, using its teeth to scrape it off rocks. Electric current flows from the tips of its spines."
872,snom,ordinary,generation-viii,nothing,ice,bug,30,25,35,45,30,20,185,3,38,shield-dust ice-scales ,"It spits out thread imbued with a frigid sort of energy and uses it to tie its body to branches, disguising itself as an icicle while it sleeps."
873,frosmoth,ordinary,generation-viii,snom,ice,bug,70,65,60,125,90,65,475,13,420,shield-dust ice-scales ,Icy scales fall from its wings like snow as it flies over fields and mountains. The temperature of its wings is less than −290 degrees Fahrenheit.
874,stonjourner,ordinary,generation-viii,nothing,rock,None,100,125,135,20,20,70,470,25,5200,power-spot ,"It stands in grasslands, watching the sun’s descent from zenith to horizon. This Pokémon has a talent for delivering dynamic kicks."
875,eiscue,ordinary,generation-viii,nothing,ice,None,75,80,110,65,90,50,470,14,890,ice-face ,It drifted in on the flow of ocean waters from a frigid place. It keeps its head iced constantly to make sure it stays nice and cold.
876,indeedee,ordinary,generation-viii,nothing,psychic,normal,60,65,55,105,95,95,475,9,280,inner-focus synchronize psychic-surge ,"It uses the horns on its head to sense the emotions of others. Males will act as valets for those they serve, looking after their every need."
877,morpeko,ordinary,generation-viii,nothing,electric,dark,58,95,58,70,58,97,436,3,30,hunger-switch ,"As it eats the seeds stored up in its pocket-like pouches, this Pokémon is not just satisfying its constant hunger. It’s also generating electricity."
878,cufant,ordinary,generation-viii,nothing,steel,None,72,80,49,40,49,40,330,12,1000,sheer-force heavy-metal ,"It digs up the ground with its trunk. It’s also very strong, being able to carry loads of over five tons without any problem at all."
879,copperajah,ordinary,generation-viii,cufant,steel,None,122,130,69,80,69,30,500,30,6500,sheer-force heavy-metal ,They came over from another region long ago and worked together with humans. Their green skin is resistant to water.
880,dracozolt,ordinary,generation-viii,nothing,electric,dragon,90,100,90,80,70,75,505,18,1900,volt-absorb hustle sand-rush ,"In ancient times, it was unbeatable thanks to its powerful lower body, but it went extinct anyway after it depleted all its plant-based food sources."
881,arctozolt,ordinary,generation-viii,nothing,electric,ice,90,100,90,90,80,55,505,23,1500,volt-absorb static slush-rush ,The shaking of its freezing upper half is what generates its electricity. It has a hard time walking around.
882,dracovish,ordinary,generation-viii,nothing,water,dragon,90,90,100,70,80,75,505,23,2150,water-absorb strong-jaw sand-rush ,Powerful legs and jaws made it the apex predator of its time. Its own overhunting of its prey was what drove it to extinction.
883,arctovish,ordinary,generation-viii,nothing,water,ice,90,90,100,80,90,55,505,20,1750,water-absorb ice-body slush-rush ,"Though it’s able to capture prey by freezing its surroundings, it has trouble eating the prey afterward because its mouth is on top of its head."
884,duraludon,ordinary,generation-viii,nothing,steel,dragon,70,95,115,120,50,85,535,18,400,light-metal heavy-metal stalwart ,"Its body resembles polished metal, and it’s both lightweight and strong. The only drawback is that it rusts easily."
885,dreepy,ordinary,generation-viii,nothing,dragon,ghost,28,60,30,40,30,82,270,5,20,clear-body infiltrator cursed-body ,"After being reborn as a ghost Pokémon, Dreepy wanders the areas it used to inhabit back when it was alive in prehistoric seas."
886,drakloak,ordinary,generation-viii,dreepy,dragon,ghost,68,80,50,60,50,102,410,14,110,clear-body infiltrator cursed-body ,It’s capable of flying faster than 120 mph. It battles alongside Dreepy and dotes on them until they successfully evolve.
887,dragapult,ordinary,generation-viii,drakloak,dragon,ghost,88,120,75,100,75,142,600,30,500,clear-body infiltrator cursed-body ,"When it isn’t battling, it keeps Dreepy in the holes on its horns. Once a fight starts, it launches the Dreepy like supersonic missiles."
888,zacian,legendary,generation-viii,nothing,fairy,None,92,120,115,80,115,138,660,28,1100,intrepid-sword ,"Known as a legendary hero, this Pokémon absorbs metal particles, transforming them into a weapon it uses to battle."
889,zamazenta,legendary,generation-viii,nothing,fighting,None,92,120,115,80,115,138,660,29,2100,dauntless-shield ,"In times past, it worked together with a king of the people to save the Galar region. It absorbs metal that it then uses in battle."
890,eternatus,legendary,generation-viii,nothing,poison,dragon,140,85,95,145,95,130,690,200,9500,pressure ,The core on its chest absorbs energy emanating from the lands of the Galar region. This energy is what allows Eternatus to stay active.
891,kubfu,legendary,generation-viii,nothing,fighting,None,60,90,60,53,50,72,385,6,120,inner-focus ,Kubfu trains hard to perfect its moves. The moves it masters will determine which form it takes when it evolves.
892,urshifu,legendary,generation-viii,kubfu,fighting,dark,100,130,100,63,60,97,550,19,1050,unseen-fist ,This form of Urshifu is a strong believer in the one-hit KO. Its strategy is to leap in close to foes and land a devastating blow with a hardened fist.
893,zarude,mythical,generation-viii,nothing,dark,grass,105,120,105,70,95,105,600,18,700,leaf-guard ,"Within dense forests, this Pokémon lives in a pack with others of its kind. It’s incredibly aggressive, and the other Pokémon of the forest fear it."
894,regieleki,legendary,generation-viii,nothing,electric,None,80,100,50,100,50,200,580,12,1450,transistor ,This Pokémon is a cluster of electrical energy. It’s said that removing the rings on Regieleki’s body will unleash the Pokémon’s latent power.
895,regidrago,legendary,generation-viii,nothing,dragon,None,200,100,50,100,50,80,580,21,2000,dragons-maw ,An academic theory proposes that Regidrago’s arms were once the head of an ancient dragon Pokémon. The theory remains unproven.
896,glastrier,legendary,generation-viii,nothing,ice,None,100,145,130,65,110,30,580,22,8000,chilling-neigh ,"Glastrier emits intense cold from its hooves. It’s also a belligerent Pokémon—anything it wants, it takes by force."
897,spectrier,legendary,generation-viii,nothing,ghost,None,100,65,60,145,80,130,580,20,445,grim-neigh ,It probes its surroundings with all its senses save one—it doesn’t use its sense of sight. Spectrier’s kicks are said to separate soul from body.
898,calyrex,legendary,generation-viii,nothing,psychic,grass,100,80,80,80,80,80,500,11,77,unnerve ,"Calyrex is a merciful Pokémon, capable of providing healing and blessings. It reigned over the Galar region in times of yore."
899,wyrdeer,ordinary,generation-viii,stantler,normal,psychic,103,105,72,105,75,65,525,18,951,intimidate frisk sap-sipper ,The black orbs shine with an uncanny light when the Pokémon is erecting invisible barriers. The fur shed from its beard retains heat well and is a highly useful material for winter clothing.
900,kleavor,ordinary,generation-viii,scyther,bug,rock,70,135,95,45,70,85,500,18,890,swarm sheer-force sharpness ,"A violent creature that fells towering trees with its crude axes and shields itself with hard stone. If one should chance upon this Pokémon in the wilds, one's only recourse is to flee."
901,ursaluna,ordinary,generation-viii,ursaring,ground,normal,130,140,105,45,80,50,550,24,2900,guts bulletproof unnerve ,I believe it was Hisui's swampy terrain that gave Ursaluna its burly physique and newfound capacity to manipulate peat at will.
902,basculegion,ordinary,generation-viii,basculin,water,ghost,120,112,65,80,75,78,530,30,1100,swift-swim adaptability mold-breaker ,Clads itself in the souls of comrades that perished before fulfilling their goals of journeying upstream. No other species throughout all Hisui's rivers is Basculegion's equal.
903,sneasler,ordinary,generation-viii,sneasel,fighting,poison,80,130,60,40,80,120,510,13,430,pressure unburden poison-touch ,"Because of Sneasler's virulent poison and daunting physical prowess, no other species could hope to best it on the frozen highlands. Preferring solitude, this species does not form packs."
904,overqwil,ordinary,generation-viii,qwilfish,dark,poison,85,115,95,65,65,85,510,25,605,poison-point swift-swim intimidate ,Its lancelike spikes and savage temperament have earned it the nickname ”sea fiend.” It slurps up poison to nourish itself.
905,enamorus,legendary,generation-viii,nothing,fairy,flying,74,115,70,135,80,106,580,16,480,cute-charm contrary ,"When it flies to this land from across the sea, the bitter winter comes to an end. According to legend, this Pokémon's love gives rise to the budding of fresh life across Hisui."
906,sprigatito,ordinary,generation-ix,nothing,grass,None,40,61,54,45,45,65,310,4,41,overgrow protean ,Its fluffy fur is similar in composition to plants. This Pokémon frequently washes its face to keep it from drying out.
907,floragato,ordinary,generation-ix,sprigatito,grass,None,61,80,63,60,63,83,410,9,122,overgrow protean ,"Floragato deftly wields the vine hidden beneath its long fur, slamming the hard flower bud against its opponents."
908,meowscarada,ordinary,generation-ix,floragato,grass,dark,76,110,70,81,70,123,530,15,312,overgrow protean ,"This Pokémon uses the reflective fur lining its cape to camouflage the stem of its flower, creating the illusion that the flower is floating."
909,fuecoco,ordinary,generation-ix,nothing,fire,None,67,45,59,63,40,36,310,4,98,blaze unaware ,It lies on warm rocks and uses the heat absorbed by its square-shaped scales to create fire energy.
910,crocalor,ordinary,generation-ix,fuecoco,fire,None,81,55,78,90,58,49,411,10,307,blaze unaware ,The combination of Crocalor’s fire energy and overflowing vitality has caused an egg-shaped fireball to appear on the Pokémon’s head.
911,skeledirge,ordinary,generation-ix,crocalor,fire,ghost,104,75,100,110,75,66,530,16,3265,blaze unaware ,The fiery bird changes shape when Skeledirge sings. Rumor has it that the bird was born when the fireball on Skeledirge’s head gained a soul.
912,quaxly,ordinary,generation-ix,nothing,water,None,55,65,45,50,45,50,310,5,61,torrent moxie ,"This Pokémon migrated to Paldea from distant lands long ago. The gel secreted by its feathers repels water and grime."""
913,quaxwell,ordinary,generation-ix,quaxly,water,None,70,85,65,65,60,65,410,12,215,torrent moxie ,"These Pokémon constantly run through shallow waters to train their legs, then compete with each other to see which of them kicks most gracefully."
914,quaquaval,ordinary,generation-ix,quaxwell,water,fighting,85,120,80,85,75,85,530,18,619,torrent moxie ,A single kick from a Quaquaval can send a truck rolling. This Pokémon uses its powerful legs to perform striking dances from far-off lands.
915,lechonk,ordinary,generation-ix,nothing,normal,None,54,45,40,35,45,35,254,5,102,aroma-veil gluttony thick-fat ,It searches for food all day. It possesses a keen sense of smell but doesn’t use it for anything other than foraging.
916,oinkologne,ordinary,generation-ix,lechonk,normal,None,110,100,75,59,80,65,489,10,1200,lingering-aroma gluttony thick-fat ,"Oinkologne is proud of its fine, glossy skin. It emits a concentrated scent from the tip of its tail."
917,tarountula,ordinary,generation-ix,nothing,bug,None,35,41,45,29,40,20,210,3,40,insomnia stakeout ,"The ball of threads wrapped around its body is elastic enough to deflect the scythes of Scyther, this Pokémon’s natural enemy."
918,spidops,ordinary,generation-ix,tarountula,bug,None,60,79,92,52,86,35,404,10,165,insomnia stakeout ,It clings to branches and ceilings using its threads and moves without a sound. It takes out its prey before the prey even notices it.
919,nymble,ordinary,generation-ix,nothing,bug,None,33,46,40,21,25,45,210,2,10,swarm tinted-lens ,"It has its third set of legs folded up. When it’s in a tough spot, this Pokémon jumps over 30 feet using the strength of its legs."
920,lokix,ordinary,generation-ix,nymble,bug,dark,71,102,78,52,55,92,450,10,175,swarm tinted-lens ,"When it decides to fight all out, it stands on its previously folded legs to enter Showdown Mode. It neutralizes its enemies in short order."
921,pawmi,ordinary,generation-ix,nothing,electric,None,45,50,20,40,25,60,240,3,25,static natural-cure iron-fist ,It has underdeveloped electric sacs on its cheeks. These sacs can produce electricity only if Pawmi rubs them furiously with the pads on its forepaws.
922,pawmo,ordinary,generation-ix,pawmi,electric,fighting,60,75,40,50,40,85,350,4,65,volt-absorb natural-cure iron-fist ,"When its group is attacked, Pawmo is the first to leap into battle, defeating enemies with a fighting technique that utilizes electric shocks."
923,pawmot,ordinary,generation-ix,pawmo,electric,fighting,70,115,70,70,60,105,490,9,410,volt-absorb natural-cure iron-fist ,"This Pokémon normally is slow to react, but once it enters battle, it will strike down its enemies with lightning-fast movements."
924,tandemaus,ordinary,generation-ix,nothing,normal,None,50,50,45,40,45,75,305,3,18,run-away pickup own-tempo ,"Exhibiting great teamwork, they use their incisors to cut pieces out of any material that might be useful for a nest, then make off with them."
925,maushold,ordinary,generation-ix,tandemaus,normal,None,74,75,70,65,75,111,470,3,23,friend-guard cheek-pouch technician ,"The two little ones just appeared one day. The group might be a family of related Pokémon, but nobody knows for sure."
926,fidough,ordinary,generation-ix,nothing,fairy,None,37,55,70,30,55,65,312,3,109,own-tempo klutz ,This Pokémon is smooth and moist to the touch. Yeast in Fidough’s breath induces fermentation in the Pokémon’s vicinity.
927,dachsbun,ordinary,generation-ix,fidough,fairy,None,57,80,115,50,80,95,477,5,149,well-baked-body aroma-veil ,"The pleasant aroma that emanates from this Pokémon’s body helps wheat grow, so Dachsbun has been treasured by farming villages."
928,smoliv,ordinary,generation-ix,nothing,grass,normal,41,35,45,58,51,30,260,3,65,early-bird harvest ,It protects itself from enemies by emitting oil from the fruit on its head. This oil is bitter and astringent enough to make someone flinch.
929,dolliv,ordinary,generation-ix,smoliv,grass,normal,52,53,60,78,78,33,354,6,119,early-bird harvest ,"Dolliv shares its tasty, fresh-scented oil with others. This species has coexisted with humans since times long gone."
930,arboliva,ordinary,generation-ix,dolliv,grass,normal,78,69,90,125,109,39,510,14,482,seed-sower harvest ,"This calm Pokémon is very compassionate. It will share its delicious, nutrient-rich oil with weakened Pokémon."
931,squawkabilly,ordinary,generation-ix,nothing,normal,flying,82,96,51,45,51,92,417,6,24,intimidate hustle guts ,"These Pokémon prefer to live in cities. They form flocks based on the color of their feathers, and they fight over territory."
932,nacli,ordinary,generation-ix,nothing,rock,None,55,55,75,35,35,25,280,4,160,purifying-salt sturdy clear-body ,"It was born in a layer of rock salt deep under the earth. This species was particularly treasured in the old days, as they would share precious salt."
933,naclstack,ordinary,generation-ix,nacli,rock,None,60,60,100,35,65,35,355,6,1050,purifying-salt sturdy clear-body ,This Pokémon dry cures its prey by spraying salt over them. The curing process steals away the water in the prey’s body.
934,garganacl,ordinary,generation-ix,naclstack,rock,None,100,100,130,45,90,35,500,23,2400,purifying-salt sturdy clear-body ,Garganacl will rub its fingertips together and sprinkle injured Pokémon with salt. Even severe wounds will promptly heal afterward.
935,charcadet,ordinary,generation-ix,nothing,fire,None,40,50,40,50,40,35,255,6,105,flash-fire flame-body ,"Burnt charcoal came to life and became a Pokémon. Possessing a fiery fighting spirit, Charcadet will battle even tough opponents."
936,armarouge,ordinary,generation-ix,charcadet,fire,psychic,85,60,100,125,80,75,525,15,850,flash-fire weak-armor ,Armarouge evolved through the use of a set of armor that belonged to a distinguished warrior. This Pokémon is incredibly loyal.
937,ceruledge,ordinary,generation-ix,charcadet,fire,ghost,75,125,80,60,100,85,525,16,620,flash-fire weak-armor ,The fiery blades on its arms burn fiercely with the lingering resentment of a sword wielder who fell before accomplishing their goal.
938,tadbulb,ordinary,generation-ix,nothing,electric,None,61,31,41,59,35,45,272,3,4,own-tempo static damp ,"Tadbulb shakes its tail to generate electricity. If it senses danger, it will make its head blink on and off to alert its allies."
939,bellibolt,ordinary,generation-ix,tadbulb,electric,None,109,64,91,103,83,45,495,12,1130,electromorphosis static damp ,"When this Pokémon expands and contracts its wobbly body, the belly-button dynamo in its stomach produces a huge amount of electricity."
940,wattrel,ordinary,generation-ix,nothing,electric,flying,40,40,35,55,40,70,280,4,36,wind-power volt-absorb competitive ,"When its wings catch the wind, the bones within produce electricity. This Pokémon dives into the ocean, catching prey by electrocuting them."
941,kilowattrel,ordinary,generation-ix,wattrel,electric,flying,70,70,60,105,60,125,490,14,386,wind-power volt-absorb competitive ,"Kilowattrel inflates its throat sac to amplify its electricity. By riding the wind, this Pokémon can fly over 430 miles in a day."
942,maschiff,ordinary,generation-ix,nothing,dark,None,60,78,60,40,51,51,340,5,160,intimidate run-away stakeout ,"It always scowls in an attempt to make opponents take it seriously, but even crying children will burst into laughter when they see Maschiff’s face."
943,mabosstiff,ordinary,generation-ix,maschiff,dark,None,80,120,90,60,70,85,505,11,610,intimidate guard-dog stakeout ,This Pokémon can store energy in its large dewlap. Mabosstiff unleashes this energy all at once to blow away enemies.
