index,name,parameter,power
426,drifblim,spdef,54
427,buneary,spdef,56
428,lopunny,spdef,96
429,mismagius,spdef,105
430,honchkrow,spdef,52
431,glameow,spdef,37
432,purugly,spdef,59
433,chingling,spdef,50
434,stunky,spdef,41
435,skuntank,spdef,61
436,bronzor,spdef,86
437,bronzong,spdef,116
438,bonsly,spdef,45
439,mime-jr,spdef,90
440,happiny,spdef,65
441,chatot,spdef,42
442,spiritomb,spdef,108
443,gible,spdef,45
444,gabite,spdef,55
445,garchomp,spdef,85
446,munchlax,spdef,85
447,riolu,spdef,40
448,lucario,spdef,70
449,hippopotas,spdef,42
450,hippowdon,spdef,72
451,skorupi,spdef,55
452,drapion,spdef,75
453,croagunk,spdef,40
454,toxicroak,spdef,65
455,carnivine,spdef,72
456,finneon,spdef,61
457,lumineon,spdef,86
458,mantyke,spdef,120
459,snover,spdef,60
460,abomasnow,spdef,85
461,weavile,spdef,85
462,magnezone,spdef,90
463,lickilicky,spdef,95
464,rhyperior,spdef,55
465,tangrowth,spdef,50
466,electivire,spdef,85
467,magmortar,spdef,95
468,togekiss,spdef,115
469,yanmega,spdef,56
470,leafeon,spdef,65
471,glaceon,spdef,95
472,gliscor,spdef,75
473,mamoswine,spdef,60
474,porygon-z,spdef,75
475,gallade,spdef,115
476,probopass,spdef,150
477,dusknoir,spdef,135
478,froslass,spdef,70
479,rotom,spdef,77
480,uxie,spdef,130
481,mesprit,spdef,105
482,azelf,spdef,70
483,dialga,spdef,100
484,palkia,spdef,120
485,heatran,spdef,106
486,regigigas,spdef,110
487,giratina,spdef,120
488,cresselia,spdef,120
489,phione,spdef,80
490,manaphy,spdef,100
491,darkrai,spdef,90
492,shaymin,spdef,100
493,arceus,spdef,120
494,victini,spdef,100
495,snivy,spdef,55
496,servine,spdef,75
497,serperior,spdef,95
498,tepig,spdef,45
499,pignite,spdef,55
500,emboar,spdef,65
501,oshawott,spdef,45
502,dewott,spdef,60
503,samurott,spdef,70
504,patrat,spdef,39
505,watchog,spdef,69
506,lillipup,spdef,45
507,herdier,spdef,65
508,stoutland,spdef,90
509,purrloin,spdef,37
510,liepard,spdef,50
511,pansage,spdef,48
512,simisage,spdef,63
513,pansear,spdef,48
514,simisear,spdef,63
515,panpour,spdef,48
516,simipour,spdef,63
517,munna,spdef,55
518,musharna,spdef,95
519,pidove,spdef,30
520,tranquill,spdef,42
521,unfezant,spdef,55
522,blitzle,spdef,32
523,zebstrika,spdef,63
524,roggenrola,spdef,25
525,boldore,spdef,40
526,gigalith,spdef,80
527,woobat,spdef,43
528,swoobat,spdef,55
529,drilbur,spdef,45
530,excadrill,spdef,65
531,audino,spdef,86
532,timburr,spdef,35
533,gurdurr,spdef,50
534,conkeldurr,spdef,65
535,tympole,spdef,40
536,palpitoad,spdef,55
537,seismitoad,spdef,75
538,throh,spdef,85
539,sawk,spdef,75
540,sewaddle,spdef,60
541,swadloon,spdef,80
542,leavanny,spdef,80
543,venipede,spdef,39
544,whirlipede,spdef,79
545,scolipede,spdef,69
546,cottonee,spdef,50
547,whimsicott,spdef,75
548,petilil,spdef,50
549,lilligant,spdef,75
550,basculin,spdef,55
551,sandile,spdef,35
552,krokorok,spdef,45
553,krookodile,spdef,70
554,darumaka,spdef,45
555,darmanitan,spdef,55
556,maractus,spdef,67
557,dwebble,spdef,35
558,crustle,spdef,75
559,scraggy,spdef,70
560,scrafty,spdef,115
561,sigilyph,spdef,80
562,yamask,spdef,65
563,cofagrigus,spdef,105
564,tirtouga,spdef,45
565,carracosta,spdef,65
566,archen,spdef,45
567,archeops,spdef,65
568,trubbish,spdef,62
569,garbodor,spdef,82
570,zorua,spdef,40
571,zoroark,spdef,60
572,minccino,spdef,40
573,cinccino,spdef,60
574,gothita,spdef,65
575,gothorita,spdef,85
576,gothitelle,spdef,110
577,solosis,spdef,50
578,duosion,spdef,60
579,reuniclus,spdef,85
580,ducklett,spdef,50
581,swanna,spdef,63
582,vanillite,spdef,60
583,vanillish,spdef,75
584,vanilluxe,spdef,95
585,deerling,spdef,50
586,sawsbuck,spdef,70
587,emolga,spdef,60
588,karrablast,spdef,45
589,escavalier,spdef,105
590,foongus,spdef,55
591,amoonguss,spdef,80
592,frillish,spdef,85
593,jellicent,spdef,105
594,alomomola,spdef,45
595,joltik,spdef,50
596,galvantula,spdef,60
597,ferroseed,spdef,86
598,ferrothorn,spdef,116
599,klink,spdef,60
600,klang,spdef,85
601,klinklang,spdef,85
602,tynamo,spdef,40
603,eelektrik,spdef,70
604,eelektross,spdef,80
605,elgyem,spdef,55
606,beheeyem,spdef,95
607,litwick,spdef,55
608,lampent,spdef,60
609,chandelure,spdef,90
610,axew,spdef,40
611,fraxure,spdef,50
612,haxorus,spdef,70
613,cubchoo,spdef,40
614,beartic,spdef,80
615,cryogonal,spdef,135
616,shelmet,spdef,65
617,accelgor,spdef,60
618,stunfisk,spdef,99
619,mienfoo,spdef,50
620,mienshao,spdef,60
621,druddigon,spdef,90
622,golett,spdef,50
623,golurk,spdef,80
624,pawniard,spdef,40
625,bisharp,spdef,70
626,bouffalant,spdef,95
627,rufflet,spdef,50
628,braviary,spdef,75
629,vullaby,spdef,65
630,mandibuzz,spdef,95
631,heatmor,spdef,66
632,durant,spdef,48
633,deino,spdef,50
634,zweilous,spdef,70
635,hydreigon,spdef,90
636,larvesta,spdef,55
637,volcarona,spdef,105
638,cobalion,spdef,72
639,terrakion,spdef,90
640,virizion,spdef,129
641,tornadus,spdef,80
642,thundurus,spdef,80
643,reshiram,spdef,120
644,zekrom,spdef,100
645,landorus,spdef,80
646,kyurem,spdef,90
647,keldeo,spdef,90
648,meloetta,spdef,128
649,genesect,spdef,95
650,chespin,spdef,45
651,quilladin,spdef,58
652,chesnaught,spdef,75
653,fennekin,spdef,60
654,braixen,spdef,70
655,delphox,spdef,100
656,froakie,spdef,44
657,frogadier,spdef,56
658,greninja,spdef,71
659,bunnelby,spdef,36
660,diggersby,spdef,77
661,fletchling,spdef,38
662,fletchinder,spdef,52
663,talonflame,spdef,69
664,scatterbug,spdef,25
665,spewpa,spdef,30
666,vivillon,spdef,50
667,litleo,spdef,54
668,pyroar,spdef,66
669,flabebe,spdef,79
670,floette,spdef,98
671,florges,spdef,154
672,skiddo,spdef,57
673,gogoat,spdef,81
674,pancham,spdef,48
675,pangoro,spdef,71
676,furfrou,spdef,90
677,espurr,spdef,60
678,meowstic,spdef,81
679,honedge,spdef,37
680,doublade,spdef,49
681,aegislash,spdef,140
682,spritzee,spdef,65
683,aromatisse,spdef,89
684,swirlix,spdef,57
685,slurpuff,spdef,75
686,inkay,spdef,46
687,malamar,spdef,75
688,binacle,spdef,56
689,barbaracle,spdef,86
690,skrelp,spdef,60
691,dragalge,spdef,123
692,clauncher,spdef,63
693,clawitzer,spdef,89
694,helioptile,spdef,43
695,heliolisk,spdef,94
696,tyrunt,spdef,45
697,tyrantrum,spdef,59
698,amaura,spdef,63
699,aurorus,spdef,92
700,sylveon,spdef,130
701,hawlucha,spdef,63
702,dedenne,spdef,67
703,carbink,spdef,150
704,goomy,spdef,75
705,sliggoo,spdef,113
706,goodra,spdef,150
707,klefki,spdef,87
708,phantump,spdef,60
709,trevenant,spdef,82
710,pumpkaboo,spdef,55
711,gourgeist,spdef,75
712,bergmite,spdef,35
713,avalugg,spdef,46
714,noibat,spdef,40
715,noivern,spdef,80
716,xerneas,spdef,98
717,yveltal,spdef,98
718,zygarde,spdef,95
719,diancie,spdef,150
720,hoopa,spdef,130
721,volcanion,spdef,90
722,rowlet,spdef,50
723,dartrix,spdef,70
724,decidueye,spdef,100
725,litten,spdef,40
726,torracat,spdef,50
727,incineroar,spdef,90
728,popplio,spdef,56
729,brionne,spdef,81
730,primarina,spdef,116
731,pikipek,spdef,30
732,trumbeak,spdef,50
733,toucannon,spdef,75
734,yungoos,spdef,30
735,gumshoos,spdef,60
736,grubbin,spdef,45
737,charjabug,spdef,75
738,vikavolt,spdef,75
739,crabrawler,spdef,47
740,crabominable,spdef,67
741,oricorio,spdef,70
742,cutiefly,spdef,40
743,ribombee,spdef,70
744,rockruff,spdef,40
745,lycanroc,spdef,65
746,wishiwashi,spdef,25
747,mareanie,spdef,52
748,toxapex,spdef,142
749,mudbray,spdef,55
750,mudsdale,spdef,85
751,dewpider,spdef,72
752,araquanid,spdef,132
753,fomantis,spdef,35
754,lurantis,spdef,90
755,morelull,spdef,75
756,shiinotic,spdef,100
757,salandit,spdef,40
758,salazzle,spdef,60
759,stufful,spdef,50
760,bewear,spdef,60
761,bounsweet,spdef,38
762,steenee,spdef,48
763,tsareena,spdef,98
764,comfey,spdef,110
765,oranguru,spdef,110
766,passimian,spdef,60
767,wimpod,spdef,30
768,golisopod,spdef,90
769,sandygast,spdef,45
770,palossand,spdef,75
771,pyukumuku,spdef,130
772,type-null,spdef,95
773,silvally,spdef,95
774,minior,spdef,100
775,komala,spdef,95
776,turtonator,spdef,85
777,togedemaru,spdef,73
778,mimikyu,spdef,105
779,bruxish,spdef,70
780,drampa,spdef,91
781,dhelmise,spdef,90
782,jangmo-o,spdef,45
783,hakamo-o,spdef,70
784,kommo-o,spdef,105
785,tapu-koko,spdef,75
786,tapu-lele,spdef,115
787,tapu-bulu,spdef,95
788,tapu-fini,spdef,130
789,cosmog,spdef,31
790,cosmoem,spdef,131
791,solgaleo,spdef,89
792,lunala,spdef,107
793,nihilego,spdef,131
794,buzzwole,spdef,53
795,pheromosa,spdef,37
796,xurkitree,spdef,71
797,celesteela,spdef,101
798,kartana,spdef,31
799,guzzlord,spdef,53
800,necrozma,spdef,89
801,magearna,spdef,115
802,marshadow,spdef,90
803,poipole,spdef,67
804,naganadel,spdef,73
805,stakataka,spdef,101
806,blacephalon,spdef,79
807,zeraora,spdef,80
808,meltan,spdef,35
809,melmetal,spdef,65
810,grookey,spdef,40
811,thwackey,spdef,60
812,rillaboom,spdef,70
813,scorbunny,spdef,40
814,raboot,spdef,60
815,cinderace,spdef,75
816,sobble,spdef,40
817,drizzile,spdef,55
818,inteleon,spdef,65
819,skwovet,spdef,35
820,greedent,spdef,75
821,rookidee,spdef,35
822,corvisquire,spdef,55
823,corviknight,spdef,85
824,blipbug,spdef,45
825,dottler,spdef,90
826,orbeetle,spdef,120
827,nickit,spdef,52
828,thievul,spdef,92
829,gossifleur,spdef,60
830,eldegoss,spdef,120
831,wooloo,spdef,45
832,dubwool,spdef,90
833,chewtle,spdef,38
834,drednaw,spdef,68
835,yamper,spdef,50
836,boltund,spdef,60
837,rolycoly,spdef,50
838,carkol,spdef,70
839,coalossal,spdef,90
840,applin,spdef,40
841,flapple,spdef,60
842,appletun,spdef,80
843,silicobra,spdef,50
844,sandaconda,spdef,70
845,cramorant,spdef,95
846,arrokuda,spdef,30
847,barraskewda,spdef,50
848,toxel,spdef,35
849,toxtricity,spdef,70
850,sizzlipede,spdef,50
851,centiskorch,spdef,90
852,clobbopus,spdef,50
853,grapploct,spdef,80
854,sinistea,spdef,54
855,polteageist,spdef,114
856,hatenna,spdef,53
857,hattrem,spdef,73
858,hatterene,spdef,103
859,impidimp,spdef,40
860,morgrem,spdef,55
861,grimmsnarl,spdef,75
862,obstagoon,spdef,81
863,perrserker,spdef,60
864,cursola,spdef,130
865,sirfetchd,spdef,82
866,mr-rime,spdef,100
867,runerigus,spdef,105
868,milcery,spdef,61
869,alcremie,spdef,121
870,falinks,spdef,60
871,pincurchin,spdef,85
872,snom,spdef,30
873,frosmoth,spdef,90
874,stonjourner,spdef,20
875,eiscue,spdef,90
876,indeedee,spdef,95
877,morpeko,spdef,58
878,cufant,spdef,49
879,copperajah,spdef,69
880,dracozolt,spdef,70
881,arctozolt,spdef,80
882,dracovish,spdef,80
883,arctovish,spdef,90
884,duraludon,spdef,50
885,dreepy,spdef,30
886,drakloak,spdef,50
887,dragapult,spdef,75
888,zacian,spdef,115
889,zamazenta,spdef,115
890,eternatus,spdef,95
891,kubfu,spdef,50
892,urshifu,spdef,60
893,zarude,spdef,95
894,regieleki,spdef,50
895,regidrago,spdef,50
896,glastrier,spdef,110
897,spectrier,spdef,80
898,calyrex,spdef,80
899,wyrdeer,spdef,75
900,kleavor,spdef,70
901,ursaluna,spdef,80
902,basculegion,spdef,75
903,sneasler,spdef,80
904,overqwil,spdef,65
905,enamorus,spdef,80
906,sprigatito,spdef,45
907,floragato,spdef,63
908,meowscarada,spdef,70
909,fuecoco,spdef,40
910,crocalor,spdef,58
911,skeledirge,spdef,75
912,quaxly,spdef,45
913,quaxwell,spdef,60
914,quaquaval,spdef,75
915,lechonk,spdef,45
916,oinkologne,spdef,80
917,tarountula,spdef,40
918,spidops,spdef,86
919,nymble,spdef,25
920,lokix,spdef,55
921,pawmi,spdef,25
922,pawmo,spdef,40
923,pawmot,spdef,60
924,tandemaus,spdef,45
925,maushold,spdef,75
926,fidough,spdef,55
927,dachsbun,spdef,80
928,smoliv,spdef,51
929,dolliv,spdef,78
930,arboliva,spdef,109
931,squawkabilly,spdef,51
932,nacli,spdef,35
933,naclstack,spdef,65
934,garganacl,spdef,90
935,charcadet,spdef,40
936,armarouge,spdef,80
937,ceruledge,spdef,100
938,tadbulb,spdef,35
939,bellibolt,spdef,83
940,wattrel,spdef,40
941,kilowattrel,spdef,60
942,maschiff,spdef,51
943,mabosstiff,spdef,70
944,shroodle,spdef,35
945,grafaiai,spdef,72
946,bramblin,spdef,35
947,brambleghast,spdef,70
948,toedscool,spdef,100
949,toedscruel,spdef,120
950,klawf,spdef,55
951,capsakid,spdef,40
952,scovillain,spdef,65
953,rellor,spdef,58
954,rabsca,spdef,100
955,flittle,spdef,30
956,espathra,spdef,60
957,tinkatink,spdef,64
958,tinkatuff,spdef,82
959,tinkaton,spdef,105
960,wiglett,spdef,25
961,wugtrio,spdef,70
962,bombirdier,spdef,85
963,finizen,spdef,40
964,palafin,spdef,62
965,varoom,spdef,45
966,revavroom,spdef,67
967,cyclizar,spdef,65
968,orthworm,spdef,55
969,glimmet,spdef,60
970,glimmora,spdef,81
971,greavard,spdef,55
972,houndstone,spdef,97
973,flamigo,spdef,64
974,cetoddle,spdef,40
975,cetitan,spdef,55
976,veluza,spdef,65
977,dondozo,spdef,65
978,tatsugiri,spdef,95
979,annihilape,spdef,90
980,clodsire,spdef,100
981,farigiraf,spdef,70
982,dudunsparce,spdef,75
983,kingambit,spdef,85
984,great-tusk,spdef,53
985,scream-tail,spdef,115
986,brute-bonnet,spdef,99
987,flutter-mane,spdef,135
988,slither-wing,spdef,105
989,sandy-shocks,spdef,85
990,iron-treads,spdef,70
991,iron-bundle,spdef,60
992,iron-hands,spdef,68
993,iron-jugulis,spdef,80
994,iron-moth,spdef,110
995,iron-thorns,spdef,84
996,frigibax,spdef,45
997,arctibax,spdef,65
998,baxcalibur,spdef,86
999,gimmighoul,spdef,70
1000,gholdengo,spdef,91
1001,wo-chien,spdef,135
1002,chien-pao,spdef,65
1003,ting-lu,spdef,80
1004,chi-yu,spdef,120
1005,roaring-moon,spdef,101
1006,iron-valiant,spdef,60
1007,koraidon,spdef,100
1008,miraidon,spdef,115
1009,walking-wake,spdef,83
1010,iron-leaves,spdef,108
1011,dipplin,spdef,80
1012,poltchageist,spdef,54
1013,sinistcha,spdef,80
1014,okidogi,spdef,86
1015,munkidori,spdef,90
1016,fezandipiti,spdef,125
1017,ogerpon,spdef,96
1018,archaludon,spdef,65
1019,hydrapple,spdef,80
1020,gouging-fire,spdef,93
1021,raging-bolt,spdef,89
1022,iron-boulder,spdef,108
1023,iron-crown,spdef,108
1024,terapagos,spdef,85
1025,pecharunt,spdef,88
1,bulbasaur,speed,45
2,ivysaur,speed,60
3,venusaur,speed,80
4,charmander,speed,65
5,charmeleon,speed,80
6,charizard,speed,100
7,squirtle,speed,43
8,wartortle,speed,58
9,blastoise,speed,78
10,caterpie,speed,45
11,metapod,speed,30
12,butterfree,speed,70
13,weedle,speed,50
14,kakuna,speed,35
15,beedrill,speed,75
16,pidgey,speed,56
17,pidgeotto,speed,71
18,pidgeot,speed,101
19,rattata,speed,72
20,raticate,speed,97
21,spearow,speed,70
22,fearow,speed,100
23,ekans,speed,55
24,arbok,speed,80
25,pikachu,speed,90
26,raichu,speed,110
27,sandshrew,speed,40
28,sandslash,speed,65
29,nidoranf,speed,41
30,nidorina,speed,56
31,nidoqueen,speed,76
32,nidoranm,speed,50
33,nidorino,speed,65
34,nidoking,speed,85
35,clefairy,speed,35
36,clefable,speed,60
37,vulpix,speed,65
38,ninetales,speed,100
39,jigglypuff,speed,20
40,wigglytuff,speed,45
41,zubat,speed,55
42,golbat,speed,90
43,oddish,speed,30
44,gloom,speed,40
45,vileplume,speed,50
46,paras,speed,25
47,parasect,speed,30
48,venonat,speed,45
49,venomoth,speed,90
50,diglett,speed,95
51,dugtrio,speed,120
52,meowth,speed,90
53,persian,speed,115
54,psyduck,speed,55
55,golduck,speed,85
56,mankey,speed,70
57,primeape,speed,95
58,growlithe,speed,60
59,arcanine,speed,95
60,poliwag,speed,90
61,poliwhirl,speed,90
62,poliwrath,speed,70
63,abra,speed,90
64,kadabra,speed,105
65,alakazam,speed,120
66,machop,speed,35
67,machoke,speed,45
68,machamp,speed,55
69,bellsprout,speed,40
70,weepinbell,speed,55
71,victreebel,speed,70
72,tentacool,speed,70
73,tentacruel,speed,100
74,geodude,speed,20
75,graveler,speed,35
76,golem,speed,45
77,ponyta,speed,90
78,rapidash,speed,105
79,slowpoke,speed,15
80,slowbro,speed,30
81,magnemite,speed,45
82,magneton,speed,70
83,farfetchd,speed,60
84,doduo,speed,75
85,dodrio,speed,110
86,seel,speed,45
87,dewgong,speed,70
88,grimer,speed,25
89,muk,speed,50
90,shellder,speed,40
91,cloyster,speed,70
92,gastly,speed,80
93,haunter,speed,95
94,gengar,speed,110
95,onix,speed,70
96,drowzee,speed,42
97,hypno,speed,67
98,krabby,speed,50
99,kingler,speed,75
100,voltorb,speed,100
101,electrode,speed,150
102,exeggcute,speed,40
103,exeggutor,speed,55
104,cubone,speed,35
105,marowak,speed,45
106,hitmonlee,speed,87
107,hitmonchan,speed,76
108,lickitung,speed,30
109,koffing,speed,35
110,weezing,speed,60
111,rhyhorn,speed,25
112,rhydon,speed,40
113,chansey,speed,50
114,tangela,speed,60
115,kangaskhan,speed,90
116,horsea,speed,60
117,seadra,speed,85
118,goldeen,speed,63
119,seaking,speed,68
120,staryu,speed,85
121,starmie,speed,115
122,mr-mime,speed,90
123,scyther,speed,105
124,jynx,speed,95
125,electabuzz,speed,105
126,magmar,speed,93
127,pinsir,speed,85
128,tauros,speed,110
129,magikarp,speed,80
130,gyarados,speed,81
131,lapras,speed,60
132,ditto,speed,48
133,eevee,speed,55
134,vaporeon,speed,65
135,jolteon,speed,130
136,flareon,speed,65
137,porygon,speed,40
138,omanyte,speed,35
139,omastar,speed,55
140,kabuto,speed,55
141,kabutops,speed,80
142,aerodactyl,speed,130
143,snorlax,speed,30
144,articuno,speed,85
145,zapdos,speed,100
146,moltres,speed,90
147,dratini,speed,50
148,dragonair,speed,70
149,dragonite,speed,80
150,mewtwo,speed,130
151,mew,speed,100
152,chikorita,speed,45
153,bayleef,speed,60
154,meganium,speed,80
155,cyndaquil,speed,65
156,quilava,speed,80
157,typhlosion,speed,100
158,totodile,speed,43
159,croconaw,speed,58
160,feraligatr,speed,78
161,sentret,speed,20
162,furret,speed,90
163,hoothoot,speed,50
164,noctowl,speed,70
165,ledyba,speed,55
166,ledian,speed,85
167,spinarak,speed,30
168,ariados,speed,40
169,crobat,speed,130
170,chinchou,speed,67
171,lanturn,speed,67
172,pichu,speed,60
173,cleffa,speed,15
174,igglybuff,speed,15
175,togepi,speed,20
176,togetic,speed,40
177,natu,speed,70
178,xatu,speed,95
179,mareep,speed,35
180,flaaffy,speed,45
181,ampharos,speed,55
182,bellossom,speed,50
183,marill,speed,40
184,azumarill,speed,50
185,sudowoodo,speed,30
186,politoed,speed,70
187,hoppip,speed,50
188,skiploom,speed,80
189,jumpluff,speed,110
190,aipom,speed,85
191,sunkern,speed,30
192,sunflora,speed,30
193,yanma,speed,95
194,wooper,speed,15
195,quagsire,speed,35
196,espeon,speed,110
197,umbreon,speed,65
198,murkrow,speed,91
199,slowking,speed,30
200,misdreavus,speed,85
201,unown,speed,48
202,wobbuffet,speed,33
203,girafarig,speed,85
204,pineco,speed,15
205,forretress,speed,40
206,dunsparce,speed,45
207,gligar,speed,85
208,steelix,speed,30
209,snubbull,speed,30
210,granbull,speed,45
211,qwilfish,speed,85
212,scizor,speed,65
213,shuckle,speed,5
214,heracross,speed,85
215,sneasel,speed,115
216,teddiursa,speed,40
217,ursaring,speed,55
218,slugma,speed,20
219,magcargo,speed,30
220,swinub,speed,50
221,piloswine,speed,50
222,corsola,speed,35
223,remoraid,speed,65
224,octillery,speed,45
225,delibird,speed,75
226,mantine,speed,70
227,skarmory,speed,70
228,houndour,speed,65
229,houndoom,speed,95
230,kingdra,speed,85
231,phanpy,speed,40
232,donphan,speed,50
233,porygon2,speed,60
234,stantler,speed,85
235,smeargle,speed,75
236,tyrogue,speed,35
237,hitmontop,speed,70
238,smoochum,speed,65
239,elekid,speed,95
240,magby,speed,83
241,miltank,speed,100
242,blissey,speed,55
243,raikou,speed,115
244,entei,speed,100
245,suicune,speed,85
246,larvitar,speed,41
247,pupitar,speed,51
248,tyranitar,speed,61
249,lugia,speed,110
250,ho-oh,speed,90
251,celebi,speed,100
252,treecko,speed,70
253,grovyle,speed,95
254,sceptile,speed,120
255,torchic,speed,45
256,combusken,speed,55
257,blaziken,speed,80
258,mudkip,speed,40
259,marshtomp,speed,50
260,swampert,speed,60
261,poochyena,speed,35
262,mightyena,speed,70
263,zigzagoon,speed,60
264,linoone,speed,100
265,wurmple,speed,20
266,silcoon,speed,15
267,beautifly,speed,65
268,cascoon,speed,15
269,dustox,speed,65
270,lotad,speed,30
271,lombre,speed,50
272,ludicolo,speed,70
273,seedot,speed,30
274,nuzleaf,speed,60
275,shiftry,speed,80
276,taillow,speed,85
277,swellow,speed,125
278,wingull,speed,85
279,pelipper,speed,65
280,ralts,speed,40
281,kirlia,speed,50
282,gardevoir,speed,80
283,surskit,speed,65
284,masquerain,speed,80
285,shroomish,speed,35
286,breloom,speed,70
287,slakoth,speed,30
288,vigoroth,speed,90
289,slaking,speed,100
290,nincada,speed,40
291,ninjask,speed,160
292,shedinja,speed,40
293,whismur,speed,28
294,loudred,speed,48
295,exploud,speed,68
296,makuhita,speed,25
297,hariyama,speed,50
298,azurill,speed,20
299,nosepass,speed,30
300,skitty,speed,50
301,delcatty,speed,90
302,sableye,speed,50
303,mawile,speed,50
304,aron,speed,30
305,lairon,speed,40
306,aggron,speed,50
307,meditite,speed,60
308,medicham,speed,80
309,electrike,speed,65
310,manectric,speed,105
311,plusle,speed,95
312,minun,speed,95
313,volbeat,speed,85
314,illumise,speed,85
315,roselia,speed,65
316,gulpin,speed,40
317,swalot,speed,55
318,carvanha,speed,65
319,sharpedo,speed,95
320,wailmer,speed,60
321,wailord,speed,60
322,numel,speed,35
323,camerupt,speed,40
324,torkoal,speed,20
325,spoink,speed,60
326,grumpig,speed,80
327,spinda,speed,60
328,trapinch,speed,10
329,vibrava,speed,70
330,flygon,speed,100
331,cacnea,speed,35
332,cacturne,speed,55
333,swablu,speed,50
334,altaria,speed,80
335,zangoose,speed,90
336,seviper,speed,65
337,lunatone,speed,70
338,solrock,speed,70
339,barboach,speed,60
340,whiscash,speed,60
341,corphish,speed,35
342,crawdaunt,speed,55
343,baltoy,speed,55
344,claydol,speed,75
345,lileep,speed,23
346,cradily,speed,43
347,anorith,speed,75
348,armaldo,speed,45
349,feebas,speed,80
350,milotic,speed,81
351,castform,speed,70
352,kecleon,speed,40
353,shuppet,speed,45
354,banette,speed,65
355,duskull,speed,25
356,dusclops,speed,25
357,tropius,speed,51
358,chimecho,speed,65
359,absol,speed,75
360,wynaut,speed,23
361,snorunt,speed,50
362,glalie,speed,80
363,spheal,speed,25
364,sealeo,speed,45
365,walrein,speed,65
366,clamperl,speed,32
367,huntail,speed,52
368,gorebyss,speed,52
369,relicanth,speed,55
370,luvdisc,speed,97
371,bagon,speed,50
372,shelgon,speed,50
373,salamence,speed,100
374,beldum,speed,30
375,metang,speed,50
376,metagross,speed,70
377,regirock,speed,50
378,regice,speed,50
379,registeel,speed,50
380,latias,speed,110
381,latios,speed,110
382,kyogre,speed,90
383,groudon,speed,90
384,rayquaza,speed,95
385,jirachi,speed,100
386,deoxys,speed,150
387,turtwig,speed,31
388,grotle,speed,36
389,torterra,speed,56
390,chimchar,speed,61
391,monferno,speed,81
392,infernape,speed,108
393,piplup,speed,40
394,prinplup,speed,50
395,empoleon,speed,60
396,starly,speed,60
397,staravia,speed,80
398,staraptor,speed,100
399,bidoof,speed,31
400,bibarel,speed,71
401,kricketot,speed,25
402,kricketune,speed,65
403,shinx,speed,45
404,luxio,speed,60
405,luxray,speed,70
406,budew,speed,55
407,roserade,speed,90
408,cranidos,speed,58
409,rampardos,speed,58
410,shieldon,speed,30
411,bastiodon,speed,30
412,burmy,speed,36
413,wormadam,speed,36
414,mothim,speed,66
415,combee,speed,70
416,vespiquen,speed,40
417,pachirisu,speed,95
418,buizel,speed,85
419,floatzel,speed,115
420,cherubi,speed,35
421,cherrim,speed,85
422,shellos,speed,34
423,gastrodon,speed,39
424,ambipom,speed,115
425,drifloon,speed,70
426,drifblim,speed,80
427,buneary,speed,85
428,lopunny,speed,105
429,mismagius,speed,105
430,honchkrow,speed,71
431,glameow,speed,85
432,purugly,speed,112
433,chingling,speed,45
434,stunky,speed,74
435,skuntank,speed,84
436,bronzor,speed,23
437,bronzong,speed,33
438,bonsly,speed,10
439,mime-jr,speed,60
440,happiny,speed,30
441,chatot,speed,91
442,spiritomb,speed,35
443,gible,speed,42
444,gabite,speed,82
445,garchomp,speed,102
446,munchlax,speed,5
447,riolu,speed,60
448,lucario,speed,90
449,hippopotas,speed,32
450,hippowdon,speed,47
451,skorupi,speed,65
452,drapion,speed,95
453,croagunk,speed,50
454,toxicroak,speed,85
455,carnivine,speed,46
456,finneon,speed,66
457,lumineon,speed,91
458,mantyke,speed,50
459,snover,speed,40
460,abomasnow,speed,60
461,weavile,speed,125
462,magnezone,speed,60
463,lickilicky,speed,50
464,rhyperior,speed,40
465,tangrowth,speed,50
466,electivire,speed,95
467,magmortar,speed,83
468,togekiss,speed,80
469,yanmega,speed,95
470,leafeon,speed,95
471,glaceon,speed,65
472,gliscor,speed,95
473,mamoswine,speed,80
474,porygon-z,speed,90
475,gallade,speed,80
476,probopass,speed,40
477,dusknoir,speed,45
478,froslass,speed,110
479,rotom,speed,91
480,uxie,speed,95
481,mesprit,speed,80
482,azelf,speed,115
483,dialga,speed,90
484,palkia,speed,100
485,heatran,speed,77
486,regigigas,speed,100
487,giratina,speed,90
488,cresselia,speed,85
489,phione,speed,80
490,manaphy,speed,100
491,darkrai,speed,125
492,shaymin,speed,100
493,arceus,speed,120
494,victini,speed,100
495,snivy,speed,63
496,servine,speed,83
497,serperior,speed,113
498,tepig,speed,45
499,pignite,speed,55
500,emboar,speed,65
501,oshawott,speed,45
502,dewott,speed,60
503,samurott,speed,70
504,patrat,speed,42
505,watchog,speed,77
506,lillipup,speed,55
507,herdier,speed,60
508,stoutland,speed,80
509,purrloin,speed,66
510,liepard,speed,106
511,pansage,speed,64
512,simisage,speed,101
513,pansear,speed,64
514,simisear,speed,101
515,panpour,speed,64
516,simipour,speed,101
517,munna,speed,24
518,musharna,speed,29
519,pidove,speed,43
520,tranquill,speed,65
521,unfezant,speed,93
522,blitzle,speed,76
523,zebstrika,speed,116
524,roggenrola,speed,15
525,boldore,speed,20
526,gigalith,speed,25
527,woobat,speed,72
528,swoobat,speed,114
